"movie_id","movie_name","movie_distributor","movie_genre"
"Thriller-or-Suspense_2001_26","The Body","Avalanche Releasing","Thriller-or-Suspense"
"Thriller-or-Suspense_2001_27","Du rififi chez les hommes","","Thriller-or-Suspense"
"Thriller-or-Suspense_2001_28","Fever","","Thriller-or-Suspense"
"Thriller-or-Suspense_2001_29","Protection","","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_1","Signs","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_2","The Bourne Identity","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_3","Panic Room","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_4","Red Dragon","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_5","John Q.","New Line","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_6","Insomnia","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_7","Changing Lanes","Paramount Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_8","Unfaithful","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_9","High Crimes","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_10","Enough","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_11","Murder by Numbers","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_12","Ocean's Eleven","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_13","Blood Work","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_14","Vanilla Sky","Paramount Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_15","Frailty","Lionsgate","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_16","Abandon","Paramount Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_17","Trapped","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_18","Femme Fatale","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_19","The Truth About Charlie","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_20","Enigma","Miramax","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_21","Impostor","Miramax","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_22","Pandora's Box","Kino International","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_23","Heaven","Miramax","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_24","The Salton Sea","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_25","Domestic Disturbance","Paramount Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_26","Narc","Paramount Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_27","Road","","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_28","From Hell","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_29","The Bank","Cinema Guild","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_30","Interview with the Assassin","","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_31","Don’t Say a Word","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_32","Gangster No. 1","IFC Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_33","Revolution#9","","Thriller-or-Suspense"
"Thriller-or-Suspense_2002_34","Blackwoods","ThinkFilm","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_1","The Recruit","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_2","Identity","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_3","Runaway Jury","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_4","Phone Booth","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_5","Out of Time","MGM","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_6","Paycheck","Paramount Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_7","Basic","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_8","Cold Creek Manor","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_9","The Life of David Gale","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_10","Narc","Paramount Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_11","Swimming Pool","Focus Features","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_12","The Order","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_13","In the Cut","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_14","à la folie... pas du tout","Samuel Goldwyn Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_15","Le cercle rouge","","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_16","The Statement","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_17","The Hero: Love Story of a Spy","","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_18","Demonlover","Palm Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_19","Signs","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_20","No Good Deed","Mac Releasing","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_21","The Bank","Cinema Guild","Thriller-or-Suspense"
"Thriller-or-Suspense_2003_22","Night of Destiny","ArtMattan Product…","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_1","The Bourne Supremacy","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_2","The Village","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_3","Man on Fire","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_4","Ladder 49","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_5","The Forgotten","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_6","The Manchurian Candidate","Paramount Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_7","The Butterfly Effect","New Line","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_8","Secret Window","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_9","Taking Lives","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_10","Cellular","New Line","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_11","Open Water","Lionsgate","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_12","Twisted","Paramount Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_13","Paparazzi","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_14","Paycheck","Paramount Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_15","Godsend","Lionsgate","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_16","Wicker Park","MGM","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_17","Spartan","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_18","The Machinist","Paramount Vantage","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_19","The Final Cut","Lionsgate","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_20","The Statement","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_21","Runaway Jury","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_22","I'll Sleep When I'm Dead","Paramount Vantage","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_23","Enduring Love","Paramount Vantage","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_24","Cavale","Magnolia Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_25","Close Your Eyes","","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_26","The Burial Society","Regent Releasing","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_27","Out of Time","MGM","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_28","Reeseville","Innovation Film G…","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_29","La mentale","","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_30","Who Killed Bambi?","Strand","Thriller-or-Suspense"
"Thriller-or-Suspense_2004_31","Demonlover","Palm Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_1","Flightplan","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_2","Four Brothers","Paramount Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_3","Sin City","Miramax/Dimension","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_4","The Interpreter","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_5","Red Eye","Dreamworks SKG","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_6","Syriana","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_7","Derailed","Weinstein Co.","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_8","The Constant Gardener","Focus Features","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_9","A History of Violence","New Line","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_10","Dark Water","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_11","Munich","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_12","Cry Wolf","Focus/Rogue Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_13","The Jacket","Warner Independent","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_14","Underclassman","Miramax","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_15","Mindhunters","Miramax/Dimension","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_16","Stay","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_17","Layer Cake","Sony Pictures Cla…","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_18","Oldboy","Tartan Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_19","Ladder 49","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_20","Match Point","Dreamworks SKG","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_21","Asylum","Paramount Vantage","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_22","Kontroll","ThinkFilm","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_23","The Machinist","Paramount Vantage","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_24","The Matador","Weinstein Co.","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_25","The Other Side of the Street","Strand","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_26","Chocolate: Deep Dark Secrets","Eros Entertainment","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_27","Boksuneun naui geot","Tartan Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_28","Classe Tous Risques","Rialto Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_29","Fascination","MGM","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_30","Salinsui Chooeok","Palm Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_31","Enduring Love","Paramount Vantage","Thriller-or-Suspense"
"Thriller-or-Suspense_2005_32","Who Killed Bambi?","Strand","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_1","The Da Vinci Code","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_2","Inside Man","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_3","Déjà Vu","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_4","The Prestige","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_5","Firewall","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_6","Lady in the Water","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_7","The Sentinel","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_8","Snakes on a Plane","New Line","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_9","Munich","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_10","The Descent","Lionsgate","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_11","The Wicker Man","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_12","The Covenant","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_13","The Black Dahlia","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_14","Lucky Number Slevin","MGM","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_15","Match Point","Dreamworks SKG","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_16","Syriana","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_17","The Matador","Weinstein Co.","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_18","The Return","Focus Features","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_19","Turistas","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_20","Basic Instinct 2","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_21","A Scanner Darkly","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_22","Catch a Fire","Focus Features","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_23","Children of Men","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_24","Flightplan","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_25","Derailed","Weinstein Co.","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_26","A History of Violence","New Line","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_27","Chinjeolhan geumjassi","Tartan Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_28","The Fallen Idol","Rialto Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_29","13 Tzameti","Palm Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_30","La Demoiselle d'honneur","First Run Features","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_31","Cavite","Truly Indie","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_32","Classe Tous Risques","Rialto Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_33","Moonlight","Indican Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_34","The Zodiac","ThinkFilm","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_35","El Aura","IFC Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_36","Hate Crime","Pasidg Productions","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_37","Unknown","IFC Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_38","The Dead Girl","First Look","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_39","Boksuneun naui geot","Tartan Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2006_40","Zyzzyx Rd.","Regent Releasing","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_1","The Bourne Ultimatum","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_2","Disturbia","Paramount Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_3","Premonition","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_4","Shooter","Paramount Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_5","Fracture","New Line","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_6","The Brave One","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_7","The Number 23","New Line","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_8","Children of Men","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_9","Breach","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_10","Mr. Brooks","MGM","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_11","Hannibal Rising","Weinstein Co.","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_12","Nancy Drew","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_13","Perfect Stranger","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_14","The Invisible","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_15","Vacancy","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_16","Eastern Promises","Focus Features","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_17","The Hitcher","Focus Features","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_18","The Invasion","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_19","Awake","Weinstein Co.","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_20","Rendition","New Line","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_21","I Know Who Killed Me","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_22","Zwartboek","Sony Pictures Cla…","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_23","Sunshine","Fox Searchlight","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_24","Illegal Tender","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_25","Ma Fille, Mon Ange","Alliance Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_26","Déjà Vu","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_27","Slow Burn","Lionsgate","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_28","Blade Runner","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_29","Thr3e","The Bigger Picture","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_30","Paprika","Sony Pictures Cla…","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_31","Sarah Landon and the Parano…","Freestyle Releasing","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_32","The Prestige","Walt Disney","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_33","Joshua","Fox Searchlight","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_34","Sleuth","Sony Pictures Cla…","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_35","Youth Without Youth","Sony Pictures Cla…","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_36","Fay Grim","Magnolia Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_37","Civic Duty","Freestyle Releasing","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_38","Revolver","Samuel Goldwyn Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_39","Le Doulos","Rialto Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_40","Turistas","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_41","Right at Your Door","Lionsgate","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_42","Hak se wui yi wo wai kwai","Tartan Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_43","The Situation","Shadow","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_44","Ils","Slowhand Cinema","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_45","Arnolds Park","The Movie Partners","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_46","Chacun sa nuit","Strand","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_47","The Dead Girl","First Look","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_48","El Aura","IFC Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_49","Descent","City Lights Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_50","Alone with Her","IFC Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_51","Splinter","Magic Lamp","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_52","If I Didn't Care","Artistic License","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_53","Ten 'Til Noon","Radio London Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_54","La Demoiselle d'honneur","First Run Features","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_55","Crónica de una fuga","IFC Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_56","Mem-o-re","Aloha Releasing","Thriller-or-Suspense"
"Thriller-or-Suspense_2007_57","Moonlight","Indican Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_1","Eagle Eye","Paramount Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_2","21","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_3","Vantage Point","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_4","The Happening","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_5","Valkyrie","United Artists","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_6","The Strangers","Focus Features","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_7","Righteous Kill","Overture Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_8","Body of Lies","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_9","Lakeview Terrace","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_10","Changeling","Universal","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_11","The Eye","Lionsgate","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_12","The Bank Job","Lionsgate","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_13","Untraceable","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_14","Street Kings","Fox Searchlight","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_15","Traitor","Overture Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_16","88 Minutes","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_17","Ne le dis à personne","Music Box Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_18","Deception","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_19","Blindness","Miramax","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_20","Transsiberian","First Look","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_21","Ghajini","AdLab Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_22","Funny Games","Warner Independent","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_23","Nobel Son","Freestyle Releasing","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_24","La fille coupée en deux","IFC Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_25","Le piège américain","","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_26","Blade Runner","Warner Bros.","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_27","Kidnap","Studio 18","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_28","Passengers","Sony Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_29","Awake","Weinstein Co.","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_30","Pathology","MGM","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_31","Cover","Reel Diva Consult…","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_32","Midnight Meat Train","Lionsgate","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_33","Youth Without Youth","Sony Pictures Cla…","Thriller-or-Suspense"
